REF_DATE,GEO,DGUID,Educational qualification,Field of study,Gender,Age group,Status of student in Canada,Characteristics after graduation,Graduate statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2019,Canada,2016A11124,Doctoral degree,Mathematics and computer and information sciences [a.3],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512267861,1.23.10.1.2.3.4.1,120,,,,0
2020,Canada,2016A11124,Doctoral degree,Mathematics and computer and information sciences [a.3],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512267861,1.23.10.1.2.3.4.1,110,,,,0
2018,Canada,2016A11124,Doctoral degree,Mathematics and computer and information sciences [a.3],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512267862,1.23.10.1.2.3.4.2,102600,,,,0
2019,Canada,2016A11124,Doctoral degree,Mathematics and computer and information sciences [a.3],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512267862,1.23.10.1.2.3.4.2,93000,,,,0
2020,Canada,2016A11124,Doctoral degree,Mathematics and computer and information sciences [a.3],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512267862,1.23.10.1.2.3.4.2,96500,,,,0
2018,Canada,2016A11124,Doctoral degree,BHASE [b],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512268050,1.23.13.1.2.3.4.1,180,,,,0
2019,Canada,2016A11124,Doctoral degree,BHASE [b],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512268050,1.23.13.1.2.3.4.1,200,,,,0
2020,Canada,2016A11124,Doctoral degree,BHASE [b],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512268050,1.23.13.1.2.3.4.1,190,,,,0
2018,Canada,2016A11124,Doctoral degree,BHASE [b],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512268051,1.23.13.1.2.3.4.2,64100,,,,0
2019,Canada,2016A11124,Doctoral degree,BHASE [b],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512268051,1.23.13.1.2.3.4.2,61900,,,,0
2020,Canada,2016A11124,Doctoral degree,BHASE [b],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512268051,1.23.13.1.2.3.4.2,66800,,,,0
2018,Canada,2016A11124,Doctoral degree,Business and administration [b.1],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512268113,1.23.14.1.2.3.4.1,20,,,,0
2019,Canada,2016A11124,Doctoral degree,Business and administration [b.1],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512268113,1.23.14.1.2.3.4.1,10,,,,0
2020,Canada,2016A11124,Doctoral degree,Business and administration [b.1],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512268113,1.23.14.1.2.3.4.1,30,,,,0
2018,Canada,2016A11124,Doctoral degree,Business and administration [b.1],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512268114,1.23.14.1.2.3.4.2,,x,,,0
2019,Canada,2016A11124,Doctoral degree,Business and administration [b.1],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512268114,1.23.14.1.2.3.4.2,,x,,,0
2020,Canada,2016A11124,Doctoral degree,Business and administration [b.1],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512268114,1.23.14.1.2.3.4.2,,x,,,0
2018,Canada,2016A11124,Doctoral degree,Arts and humanities [b.2],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512268320,1.23.17.1.2.3.4.1,20,,,,0
2019,Canada,2016A11124,Doctoral degree,Arts and humanities [b.2],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512268320,1.23.17.1.2.3.4.1,40,,,,0
2020,Canada,2016A11124,Doctoral degree,Arts and humanities [b.2],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512268320,1.23.17.1.2.3.4.1,40,,,,0
2018,Canada,2016A11124,Doctoral degree,Arts and humanities [b.2],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512268321,1.23.17.1.2.3.4.2,50400,,,,0
2019,Canada,2016A11124,Doctoral degree,Arts and humanities [b.2],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512268321,1.23.17.1.2.3.4.2,53500,,,,0
2020,Canada,2016A11124,Doctoral degree,Arts and humanities [b.2],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512268321,1.23.17.1.2.3.4.2,56400,,,,0
2018,Canada,2016A11124,Doctoral degree,Social and behavioural sciences [b.3],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512268509,1.23.20.1.2.3.4.1,70,,,,0
2019,Canada,2016A11124,Doctoral degree,Social and behavioural sciences [b.3],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512268509,1.23.20.1.2.3.4.1,70,,,,0
2020,Canada,2016A11124,Doctoral degree,Social and behavioural sciences [b.3],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512268509,1.23.20.1.2.3.4.1,70,,,,0
2018,Canada,2016A11124,Doctoral degree,Social and behavioural sciences [b.3],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512268510,1.23.20.1.2.3.4.2,59600,,,,0
2019,Canada,2016A11124,Doctoral degree,Social and behavioural sciences [b.3],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512268510,1.23.20.1.2.3.4.2,67300,,,,0
2020,Canada,2016A11124,Doctoral degree,Social and behavioural sciences [b.3],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512268510,1.23.20.1.2.3.4.2,66800,,,,0
2018,Canada,2016A11124,Doctoral degree,Legal professions and studies [b.4],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512268635,1.23.22.1.2.3.4.1,10,,,,0
2019,Canada,2016A11124,Doctoral degree,Legal professions and studies [b.4],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512268635,1.23.22.1.2.3.4.1,10,,,,0
2020,Canada,2016A11124,Doctoral degree,Legal professions and studies [b.4],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512268635,1.23.22.1.2.3.4.1,10,,,,0
2018,Canada,2016A11124,Doctoral degree,Legal professions and studies [b.4],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512268636,1.23.22.1.2.3.4.2,,x,,,0
2019,Canada,2016A11124,Doctoral degree,Legal professions and studies [b.4],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512268636,1.23.22.1.2.3.4.2,,x,,,0
2020,Canada,2016A11124,Doctoral degree,Legal professions and studies [b.4],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512268636,1.23.22.1.2.3.4.2,,x,,,0
2018,Canada,2016A11124,Doctoral degree,Health care [b.5],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512268878,1.23.25.1.2.3.4.1,20,,,,0
2019,Canada,2016A11124,Doctoral degree,Health care [b.5],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512268878,1.23.25.1.2.3.4.1,10,,,,0
2020,Canada,2016A11124,Doctoral degree,Health care [b.5],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512268878,1.23.25.1.2.3.4.1,20,,,,0
2018,Canada,2016A11124,Doctoral degree,Health care [b.5],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512268879,1.23.25.1.2.3.4.2,,x,,,0
2019,Canada,2016A11124,Doctoral degree,Health care [b.5],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512268879,1.23.25.1.2.3.4.2,,x,,,0
2020,Canada,2016A11124,Doctoral degree,Health care [b.5],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512268879,1.23.25.1.2.3.4.2,50700,,,,0
2018,Canada,2016A11124,Doctoral degree,Education and teaching [b.6],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512269197,1.23.30.1.2.3.4.1,10,,,,0
2019,Canada,2016A11124,Doctoral degree,Education and teaching [b.6],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512269197,1.23.30.1.2.3.4.1,0,,,,0
2020,Canada,2016A11124,Doctoral degree,Education and teaching [b.6],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512269197,1.23.30.1.2.3.4.1,10,,,,0
2018,Canada,2016A11124,Doctoral degree,Education and teaching [b.6],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512269198,1.23.30.1.2.3.4.2,,x,,,0
2019,Canada,2016A11124,Doctoral degree,Education and teaching [b.6],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512269198,1.23.30.1.2.3.4.2,,x,,,0
2020,Canada,2016A11124,Doctoral degree,Education and teaching [b.6],"Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512269198,1.23.30.1.2.3.4.2,,x,,,0
2018,Canada,2016A11124,Doctoral degree,"Trades, services, natural resources and conservation [b.7]","Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512269323,1.23.32.1.2.3.4.1,30,,,,0
2019,Canada,2016A11124,Doctoral degree,"Trades, services, natural resources and conservation [b.7]","Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512269323,1.23.32.1.2.3.4.1,40,,,,0
2020,Canada,2016A11124,Doctoral degree,"Trades, services, natural resources and conservation [b.7]","Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1512269323,1.23.32.1.2.3.4.1,40,,,,0
2018,Canada,2016A11124,Doctoral degree,"Trades, services, natural resources and conservation [b.7]","Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512269324,1.23.32.1.2.3.4.2,78000,,,,0
2019,Canada,2016A11124,Doctoral degree,"Trades, services, natural resources and conservation [b.7]","Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512269324,1.23.32.1.2.3.4.2,60300,,,,0
2020,Canada,2016A11124,Doctoral degree,"Trades, services, natural resources and conservation [b.7]","Total, gender",15 to 34 years ,International students,Graduates reporting employment income,Median employment income,2022 constant dollars,439,units,0,v1512269324,1.23.32.1.2.3.4.2,69600,,,,0
